"Ulpin","OBJECTID_1","M_KHAS_ID","IDS","M_PAR_ID","DIST_NM","SUBDIV_ID","SUBDIV_NM","VILL_ID","VILL_NM","M_KHASRA_R","M_KHASRA_N","M_MIN_NO","TYPE","SUB_TYPE","PAT_PAR","PAT_STS","D_SOURCE","URBANBODY","Remarks","Validated","Date","name_date","VIL_NM_NIC","DIS_NM_NIC","SD_NM_NIC","VIL_CO_NIC","RE_2019","Shape_Leng","Shape_Area","DIS_CEN_CO","SUBD_CEN_C","VILL_CEN_C","M_KH_R","M_KH_N","M_MIN_N"
"86K90ADA0LU3H0","263","697591.695470576,3170774.01145508","6/5/2","188","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","6","5/1","0","AGRICULTURE","AGRICULTURE","6/5/1","P","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","143.774616746","637.139209052","96","450","63996","0","","0"
"86K5E5DA0Z9GH0","264","697865.500416762,3170358.884874","8/7/2/3","58","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","8","7/1","0","AGRICULTURE","AGRICULTURE","8/7/1","P","14-05-2013","MCD","Khasra Polygon Merged","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","26-03-2019","146.424064174","355.259332242","96","450","63996","0","","0"
"86K5T3DA0QSAH0","265","698133.687651471,3170437.73607773","10/23/2","97","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","10","23/1","0","AGRICULTURE","AGRICULTURE","10/23/1","G","14-05-2013","MCD","Khasra Polygon Merged","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","26-03-2019","171.28064141","1726.0315675","96","450","63996","0","","0"
"86K5TDDA0THHH0","266","698403.749323881,3170447.12144516","11/22/2","100","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","11","22/1","0","AGRICULTURE","AGRICULTURE","11/22/1","P","14-05-2013","MCD","Khasra Polygon Merged","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","26-03-2019","117.177959318","354.454778344","96","450","63996","0","","0"
"86K3RJDA0T6ZH0","267","698339.035582204,3170239.44246583","13/20/1","39","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","13","20/2","0","AGRICULTURE","AGRICULTURE","13/20/2","G","14-05-2013","MCD","Khasra Polygon Merged","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","26-03-2019","134.409909403","234.56904648","96","450","63996","0","","0"
"86K6L5DA0SKNH0","268","698232.255638205,3170685.38279403","10/-999","21","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","15","2","0","ABADI","ABADI","2","ABADI","14-05-2013","MCD","Khasra polygon newly created","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","151.761744194","1458.04070982","96","450","63996","0","","0"
"86K6QDDA0SU0H0","269","698232.255638205,3170685.38279403","10/-999","21","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","15","3","0","ABADI","ABADI","3","ABADI","14-05-2013","MCD","Khasra polygon newly created","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","99.4924496417","606.38756694","96","450","63996","0","","0"
"86K70ADA0T3LH0","270","698232.255638205,3170685.38279403","10/-999","21","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","15","4","0","ABADI","ABADI","4","ABADI","14-05-2013","MCD","Khasra polygon newly created","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","90.3296377825","512.750489232","96","450","63996","0","","0"
"86K74HDA0T73H0","271","698232.255638205,3170685.38279403","10/-999","21","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","15","5","0","ABADI","ABADI","5","ABADI","14-05-2013","MCD","Khasra polygon newly created","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","80.7853440019","402.512981965","96","450","63996","0","","0"
"86K7MUDA0TY6H0","272","698232.255638205,3170685.38279403","10/-999","21","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","15","6","0","ABADI","ABADI","6","ABADI","14-05-2013","MCD","Khasra polygon newly created","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","97.3533222311","481.835518478","96","450","63996","0","","0"
"86K78UDA0V9MH0","273","698389.444563973,3170637.80502977","11/17/2/1","18","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","0","17","0","TRANSPORT","ROAD WORKING","17","G(ROAD)","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","","914.294553817","3500.00925637","96","450","63996","0","","0"
"86K6KEDA0VQ3H0","274","698611.012638569,3170529.59622235","11/16/1","128","WEST","07070001","PUNJABI BAGH","092","TILANGPUR KOTLA","11","16/1/1","0","AGRICULTURE","AGRICULTURE","11/16/1/1","G","14-05-2013","MCD","Khasra Number Updated","","08.05.2017","","TILANG PUR KOTLA","WEST","PUNJABI BAGH","","26-03-2019","128.295715112","1017.07311397","96","450","63996","0","","0"
